Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeAboveTerr,altitudeTuning,altitudeTuningSetpoint,xTrackError,rangeFinderDist,flightDistance,flightTime,distanceToHome,timeToHome,missionItemIndex,headingToNextWP,distanceToNextWP,headingToHome,distanceToGCS,throttlePct,imuTemp,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,battery1.id,battery1.batteryFunction,battery1.batteryType,battery1.voltage,battery1.current,battery1.mahConsumed,battery1.temperature,battery1.percentRemaining,battery1.timeRemaining,battery1.timeRemainingStr,battery1.chargeState,battery1.instantPower,clock.currentTime,clock.currentUTCTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,efi.health,efi.ecuIndex,efi.rpm,efi.fuelConsumed,efi.fuelFlow,efi.engineLoad,efi.sparkTime,efi.throttlePos,efi.baroPress,efi.intakePress,efi.intakeTemp,efi.cylinderTemp,efi.ignTime,efi.exGasTemp,efi.injTime,efi.throttleOut,efi.ptComp,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,generator.status,generator.genSpeed,generator.batteryCurrent,generator.loadCurrent,generator.powerGenerated,generator.busVoltage,generator.batCurrentSetpoint,generator.rectifierTemp,generator.genTemp,generator.runtime,generator.timeMaintenance,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
2024-07-16 10:01:52.476,-1.3,-2.2,252,-0.0,0.0,0.0,0.0,0.0,0.000,0.1,0.5,13.4,4.8,5.752,0.000,0.000,0.000,0.0,00:00:00,0.0,1.5,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.18,1,33,99,1,00H:00M:01S,1,-4.53,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:01:52,03:01:52,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.01,0.04,0.00,--.--,0.00,0.34,0.33,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802374,108.2616684,49PBT 06897 68678,0.8,1.3,209.9,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.4,-0.7,-5.2,-0.0,0.0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.1,6.7,0.1,32.11,--.--,--.--,0,0,--.--,--.--,--.--,0,0,0,--.--,--.--,--.--
2024-07-16 10:01:53.475,-1.3,-2.2,252,0.0,0.0,0.0,0.0,0.0,0.000,0.1,0.5,13.4,4.8,5.846,0.000,0.000,0.000,0.0,00:00:00,0.1,2.0,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.18,1,33,99,1,00H:00M:01S,1,-4.53,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:01:53,03:01:53,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.01,0.04,0.00,--.--,0.00,0.34,0.33,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802379,108.2616690,49PBT 06897 68678,0.8,1.3,209.9,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.4,-0.7,-5.2,-0.0,0.0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.1,6.7,0.1,32.11,--.--,--.--,0,0,--.--,--.--,--.--,0,0,0,--.--,--.--,--.--
2024-07-16 10:01:54.476,-1.3,-2.2,252,0.0,0.0,-0.1,0.0,0.0,0.000,0.1,0.5,13.4,4.8,5.972,0.000,0.000,0.000,0.0,00:00:00,0.1,2.1,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.18,1,33,99,1,00H:00M:01S,1,-4.53,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:01:54,03:01:54,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.01,0.04,0.00,--.--,0.00,0.34,0.33,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802373,108.2616686,49PBT 06897 68678,0.7,1.1,209.9,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.4,-0.7,-5.2,-0.0,0.0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.1,6.7,0.1,32.11,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2024-07-16 10:01:55.475,-1.3,-2.2,252,-0.0,0.0,-0.0,0.0,0.0,0.000,0.1,0.5,13.4,4.8,6.090,0.000,0.000,0.000,0.0,00:00:00,0.1,2.3,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.18,1,33,99,1,00H:00M:01S,1,-4.53,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:01:55,03:01:55,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.01,0.04,0.00,--.--,0.00,0.34,0.33,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802357,108.2616675,49PBT 06897 68678,0.7,1.1,209.9,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.4,-0.7,-5.2,-0.0,0.0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.1,6.7,0.1,32.11,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2024-07-16 10:01:56.475,-1.3,-2.2,252,0.0,-0.0,0.0,0.0,0.0,0.000,0.1,0.3,13.8,4.8,6.174,0.000,0.000,0.000,0.0,00:00:00,0.1,3.4,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.18,1,33,99,1,00H:00M:01S,1,-4.53,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:01:56,03:01:56,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.01,0.04,0.00,--.--,0.00,0.34,0.33,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802346,108.2616667,49PBT 06897 68678,0.7,1.1,209.9,3,14,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.5,-0.7,-5.6,-0.0,0.0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.1,6.7,0.1,32.24,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2024-07-16 10:01:57.476,-1.3,-2.2,252,-0.0,0.1,-0.0,0.0,0.0,0.000,0.1,0.3,13.8,4.8,6.177,0.000,0.000,0.000,0.0,00:00:00,0.1,2.4,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.17,1,34,99,1,00H:00M:01S,1,-4.28,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:01:57,03:01:57,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.06,0.02,0.00,--.--,0.00,0.39,0.37,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802326,108.2616654,49PBT 06897 68678,0.8,1.3,209.9,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.5,-0.7,-5.6,-0.0,0.0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.0,6.7,0.1,32.24,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2024-07-16 10:01:58.476,-1.3,-2.2,252,-0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.3,13.8,4.8,6.171,0.000,0.000,0.000,0.0,00:00:00,0.3,6.2,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.17,1,34,99,1,00H:00M:01S,1,-4.28,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:01:58,03:01:58,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.06,0.02,0.00,--.--,0.00,0.39,0.37,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802327,108.2616655,49PBT 06897 68678,0.8,1.3,209.9,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.5,-0.7,-5.6,-0.0,0.0,-0.1,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.1,6.7,0.1,32.24,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2024-07-16 10:01:59.475,-1.3,-2.2,252,-0.0,0.0,-0.0,0.0,0.0,0.000,0.0,0.3,13.9,4.8,6.171,0.000,0.000,0.000,0.0,00:00:00,0.4,6.2,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.17,1,34,99,1,00H:00M:01S,1,-4.28,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:01:59,03:01:59,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.06,0.02,0.00,--.--,0.00,0.39,0.37,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802328,108.2616657,49PBT 06897 68678,0.8,1.3,209.9,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.8,-0.9,-5.7,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.1,6.7,0.1,32.34,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2024-07-16 10:02:00.476,-1.2,-2.2,252,-0.0,0.0,0.0,0.0,0.0,0.000,0.0,0.3,13.9,4.8,6.139,0.000,0.000,0.000,0.0,00:00:00,0.5,11.6,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.17,1,34,99,1,00H:00M:01S,1,-4.28,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:02:00,03:02:00,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.06,0.02,0.00,--.--,0.00,0.39,0.37,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802330,108.2616658,49PBT 06897 68678,0.8,1.3,209.9,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.8,-0.9,-5.7,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.0,6.6,0.1,32.34,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
2024-07-16 10:02:01.476,-1.2,-2.2,252,0.0,-0.0,0.0,0.0,0.0,0.000,0.0,0.3,13.9,4.8,6.118,0.000,0.000,0.000,0.0,00:00:00,0.5,18.1,1,--.--,0,--.--,--.--,0,0,0003:06:40,0,1,1,25.19,-0.17,1,34,99,1,00H:00M:01S,1,-4.28,1,1,1,25.18,0.17,4,--.--,100,--.--,--:--:--,1,4.28,10:02:01,03:02:01,16/07/2024,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.400,true,true,true,true,true,true,true,false,true,true,false,false,0.02,0.06,0.02,0.00,--.--,0.00,0.39,0.37,0,0,--.--,--.--,--.--,--.--,--.--,0,0,0,0,15.9802331,108.2616659,49PBT 06897 68678,0.8,1.3,209.9,3,13,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.8,-0.9,-5.7,-0.0,0.0,-0.0,--.--,--.--,--.--,--.--,--.--,--.--,0.0,0.0,252.4,4.0,6.6,0.1,32.34,--.--,--.--,0,0,0.0,0.0,0.0,0,0,0,--.--,--.--,--.--
